"job_id","days_since_posted","open_position","company_name","job_type","job_location","min_salary","max_salary","midpoint_salary","job_spec","job_function","job_industry","industry_name"
"1","45","Manager FAT (Finance, Accounting, Tax)","PT. Teman Petualang Indonesia","Full Time","Jakarta Selatan","10000000.0","12000000.0","11000000.0","Akuntansi & Pelaporan Finansial","Akunting","Akuntansi",""
"2","50","Sales Manager","Guizhou Taiyong-Longmarch Technology Co.,Ltd","Full Time","Jakarta Pusat","","","","Manajemen","Manajemen","Penjualan",""
"3","1","Senior UI/UX","PT. Lintas Teknologi Indonesia","Full Time","Jakarta Raya","","","","Desain Web & Interaksi","Desain","Desain & Arsitektur","Konstruksi"
"4","1","Assistant Manager - Environmental Quality","Yellow Fit Kitchen","Full Time","Jakarta Utara","7000000.0","10000000.0","8500000.0","","","",""
"5","1","E-Commerce Admin","Pengiklan Anonim","Full Time","Jakarta Selatan","","","","Entri Data & Pengolahan Kata","Administratif","Administrasi & Dukungan Perkantoran",""
"6","2","HR Business Partner","Pengiklan Anonim","Full Time","Jakarta Raya","","","","Konsultasi & HR Umum","Konsulting","Sumber Daya Manusia & Perekrutan",""
"7","3","Security Operation Detection Engineer","PT Mid Solusi Nusantara (MEKARI)","Full Time","Jakarta Raya","","","","Keamanan","Teknologi Informasi","Teknologi Informasi & Komunikasi","Teknologi"
"8","4","Staff Accounting","Ekspor Impor Produk Perikanan","Full Time","Jakarta Raya","5200000.0","6000000.0","5600000.0","Akuntansi & Pelaporan Finansial","Akunting","Akuntansi",""
"9","5","Business Development Specialist (App Optimization, Gaming, SaaS)","PT XIAOXI TECH INDONESIA","Full Time","Jakarta Selatan","25000000.0","35000000.0","30000000.0","Pengembangan Bisnis Baru","Penjualan","Penjualan",""
"10","5","AR Staff (Account Receivable)","AGRO BOGA UTAMA GROUP","Full Time","Jakarta Raya","5700000.0","6500000.0","6100000.0","Piutang Usaha/Pengendalian Kredit","Akunting","Akuntansi",""
"11","5","Admin Sales","PT Wahana Safety Indonesia","Full Time","Jakarta Utara","","","","Asisten Administratif","Administratif","Administrasi & Dukungan Perkantoran",""
"12","6","Business Development Partner - BFI Finance Program","Kemitraan Strategis BFI Finance atau Mitra Dana Atat - BFI Finance","Kasual","Jakarta Raya","","","","Pengembangan Bisnis Baru","Penjualan","Penjualan",""
"13","7","WEN Program Manager - Indonesia","Wadhwani Foundation","Full Time","Jakarta Raya","","","","Pengembangan Masyarakat","Sumber Daya Manusia","Layanan & Pengembangan Masyarakat","Sosial"
"14","7","Data Scientist - Risk Platform","PT Dwi Cermat Indonesia","Full Time","Jakarta Raya","","","","Matematika, Statistik & Teknik Informasi","Sains","Sains & Teknologi","Teknologi"
"15","7","Kontributor Jurnalis","PT Foodie Bisnis Indonesia","Full Time","Jakarta Raya","","","","Jurnalisme & Penulisan","Media","Periklanan, Seni & Media","Media"
"16","9","Lead PMM, CX","PT Solusi Transportasi Indonesia","Full Time","Jakarta Selatan","","","","Manajemen & Pengembangan Produk","Manajemen","Pemasaran & Komunikasi",""
"17","16","HR Manager","PT NOSE HERBALINDO","Kontrak/Temporer","Jakarta Raya","","","","Manajemen – Internal","Manajemen","Sumber Daya Manusia & Perekrutan",""
"18","16","Database Administrator","Ogloba Ltd.","Full Time","Jakarta Raya","","","","Pengembangan & Administrasi Database","Teknologi Informasi","Teknologi Informasi & Komunikasi","Teknologi"
"19","16","Finance, Accounting & Tax Intern","Bosch Group","Full Time","Jakarta Selatan","","","","Entri Data & Pengolahan Kata","Administratif","Administrasi & Dukungan Perkantoran",""
"20","17","Accounting","PT. Alpa Teta Energi","Full Time","Jakarta Raya","","","","Manajemen","Manajemen","Akuntansi",""
"21","18","Digital Marketing","le louvre patisserie","Full Time","Jakarta Raya","","","","Pemasaran Digital & Pencarian","Pemasaran","Pemasaran & Komunikasi",""
"22","18","Customer Success Specialist - Mobility","CITADEL Pacific Ltd.","Full Time","Jakarta Raya","","","","Administrasi Klien & Penjualan","Administratif","Administrasi & Dukungan Perkantoran",""
"23","18","HR Business Partner (Manager)","CITADEL Pacific Ltd.","Full Time","Jakarta Raya","","","","Konsultasi & HR Umum","Konsulting","Sumber Daya Manusia & Perekrutan",""
"24","19","Business Intelligence Analyst","PT Dwi Cermat Indonesia","Full Time","Jakarta Raya","","","","Analis Bisnis/Sistem","Analitik","Teknologi Informasi & Komunikasi","Teknologi"
"25","19","Pricing & Profitability Analysis Senior Manager","Ninja Xpress","Full Time","Jakarta Raya","","","","Analis Bisnis/Sistem","Analitik","Teknologi Informasi & Komunikasi","Teknologi"
"26","19","HR Planning & Budgeting Specialist","PT Dwi Cermat Indonesia","Full Time","Jakarta Raya","","","","Akuntansi Manajemen & Anggaran","Akunting","Akuntansi",""
"27","19","Business Development Support Officer (Admin) - Digital Insurance","PT Dwi Cermat Indonesia","Kontrak/Temporer","Jakarta Raya","","","","Analis","Analitik","Konsultasi & Strategi","Konsulting"
"28","20","Mandarin Speaker - FMCG Distribution Company","PT Halocoko Ice Cream Indonesia","Full Time","Jakarta Utara","","","","Asisten Administratif","Administratif","Administrasi & Dukungan Perkantoran",""
"29","20","Billing Liaison Staff","PT Link Net","Full Time","Jakarta Selatan","","","","Akuntansi & Pelaporan Finansial","Akunting","Akuntansi",""
"30","21","Industrial Engineering & Contract Negotiator – Industrial Lubricant","CHAMPOIL Indonesia","Full Time","Jakarta Raya","7000000.0","9000000.0","8000000.0","Manajemen","Manajemen","Manufaktur, Transportasi & Logistik","Logistik"
"31","21","Junior Tax Specialist - IT Solutions","PT Trust Recruit Indonesia","Full Time","Jakarta Raya","","","","Perpajakan","Akunting","Akuntansi",""
"32","21","FINANCE OFFICER","PT Central Mega Kencana","Full Time","Jakarta Raya","","","","Akuntansi & Pelaporan Finansial","Akunting","Akuntansi",""
"33","21","Staf Finance & Accounting","Lumino Digital Kreativ","Kontrak/Temporer","Jakarta Raya","5000000.0","6000000.0","5500000.0","Akuntansi & Pelaporan Finansial","Akunting","Akuntansi",""
"34","21","Project Manager","PT Ivonesia Solusi Data","Full Time","Jakarta Raya","","","","Manajemen Program & Proyek","Manajemen","Teknologi Informasi & Komunikasi","Teknologi"
"35","21","IT Consultant","Konsultasi","Full Time","Hibrid","","","","Konsultan","Konsulting","Teknologi Informasi & Komunikasi","Teknologi"
"36","21","PT. Dirgaputra Ekapratama","PT. Dirgaputra Ekapratama","Full Time","Jakarta Raya","","","","","","",""
"37","21","Safety officer/Manager (Data Center Construction)","VISTAS TECHNOLOGY CO., LTD.","Full Time","Jakarta Raya","","","","Kesehatan, Keamanan & Lingkungan","Kesehatan","Konstruksi","Konstruksi"
"38","21","Product Manager","PT Shangyang Technology Indonesia","Full Time","Jakarta Utara","12000000.0","18000000.0","15000000.0","Manajemen & Pengembangan Produk","Manajemen","Pemasaran & Komunikasi",""
"39","21","Admin Purchasing","PT Boncha Sukses Makmur","Full Time","Jakarta Raya","","","","Pembelian, Pengadaan & Inventaris","Administratif","Manufaktur, Transportasi & Logistik","Logistik"
"40","21","Digital Marketing Specialist","Coda Payments Pte Ltd","Full Time","Jakarta Raya","","","","Pemasaran Digital & Pencarian","Pemasaran","Pemasaran & Komunikasi",""
"41","21","Data Scientist","PT Kamoro Maxima Integra","Full Time","Jakarta Raya","","","","Matematika, Statistik & Teknik Informasi","Sains","Sains & Teknologi","Teknologi"
"42","22","Admin AR & AP","PT. Rama Digital Teknologi Nusantara","Kontrak/Temporer","Jakarta Raya","","","","Akuntansi & Pelaporan Finansial","Akunting","Akuntansi",""
"43","22","Vendor Management & Pricing Support","PT Satria Antaran Prima Tbk.","Full Time","Jakarta Timur","","","","Pembelian, Pengadaan & Inventaris","Administratif","Manufaktur, Transportasi & Logistik","Logistik"
"44","22","Fullstack Developer","OTTO Digital","Full Time","Jakarta Selatan","","","","Developer/Programmer","Desain","Teknologi Informasi & Komunikasi","Teknologi"
"45","22","Corporate Finance Intern","PT Telkomsel Ekosistem Digital","Full Time","Jakarta Selatan","","","","Akuntansi & Pelaporan Finansial","Akunting","Akuntansi",""
"46","22","Staff Accounting","PT Lotte Shopping Indonesia","Kontrak/Temporer","Jakarta Raya","","","","Akuntansi & Pelaporan Finansial","Akunting","Akuntansi",""
"47","22","Python Developer (Backend)","PT Hubexo Asia Indonesia","Full Time","Jakarta Selatan","17000000.0","24000000.0","20500000.0","Developer/Programmer","Desain","Teknologi Informasi & Komunikasi","Teknologi"
"48","22","COST ESTIMATOR","CV MIYOU YOGURT INDONESIA","Full Time","Jakarta Raya","","","","Perkiraan","Teknik","Konstruksi","Konstruksi"
"49","22","Marketing Manager","PT Kemilau Pesta Indonesia","Full Time","Jakarta Barat","","","","Manajemen","Manajemen","Pemasaran & Komunikasi",""
"50","22","Community Activation Manager","Hobi Holidays Tour","Full Time","Jakarta Timur","","","","Manajemen","Manajemen","Olahraga & Rekreasi","Hospitaliti"
"51","22","Senior Fullstack Developer (Glenigan)","PT Hubexo Asia Indonesia","Full Time","Jakarta Selatan","19000000.0","25000000.0","22000000.0","Developer/Programmer","Desain","Teknologi Informasi & Komunikasi","Teknologi"
"52","22","ACCOUNTING","PT Wigas Santana","Full Time","Jakarta Raya","","","","Akuntansi & Pelaporan Finansial","Akunting","Akuntansi",""
"53","22","HEAD OFFICE AUDITOR","PT BANK BTPN SYARIAH Tbk.","Full Time","Jakarta Raya","","","","Audit – Internal","Akunting","Akuntansi",""
"54","22","Staff CS Freight Forwarding","PT Grahaprima Suksesmandiri","Full Time","Jakarta Raya","","","","Pengapalan/Pengurusan Transportasi","Logistik","Manufaktur, Transportasi & Logistik","Logistik"
"55","22","Supervisor Akad & Pemberkasan KPR","PT Wahana Adidaya Bangun","Full Time","Jakarta Raya","5000000.0","6000000.0","5500000.0","Pemimpin Tim/Supervisor","Manajemen","Manufaktur, Transportasi & Logistik","Logistik"
"56","22","Accounting Staff","PT Colorindo Chemtra","Full Time","Jakarta Raya","","","","Pegawai/Staf Akuntansi","Akunting","Akuntansi",""
"57","22","Data Analyst Supervisor","PT Jumbo Power International","Full Time","Jakarta Raya","","","","Analis","Analitik","Konsultasi & Strategi","Konsulting"
"58","23","AFFILIATE KOL SPECIALIST","PT SUNLIGHT SMARTTECH INDONESIA","Full Time","Jakarta Raya","4500000.0","6500000.0","5500000.0","Pemasaran Digital & Pencarian","Pemasaran","Pemasaran & Komunikasi",""
"59","23","Tax Officer","PT Ciputra Balai Property","Full Time","Jakarta Barat","","","","Perpajakan","Akunting","Akuntansi",""
"60","23","Sales Data Analyst (English Speaker)","Sumber Berkat Group","Full Time","Jakarta Raya","","","","Asisten Administratif","Administratif","Administrasi & Dukungan Perkantoran",""
"61","23","Purchasing Staff Intern (Paid)","PT Berdikari Inti Gemilang","Full Time","Jakarta Barat","","","","Pembelian, Pengadaan & Inventaris","Administratif","Manufaktur, Transportasi & Logistik","Logistik"
"62","23","Sales Supervisor FMCG - DKI Jakarta","PT Sinde Budi Sentosa","Full Time","Jakarta Barat","","","","Manajemen – Area/Multi-lokasi","Manajemen","Ritel & Produk Konsumen","Ritel"
"63","23","Field Account Consultant - Penempatan Jakarta Utara","PT BCA Finance","Full Time","Jakarta Utara","","","","Kredit","Perbankan","Perbankan & Layanan Finansial","Perbankan"
"64","23","Key Account Specialist (E-Commerce Specialist)","PT Eroc Commerce Indonesia","Kontrak/Temporer","Jakarta Barat","","","","Manajemen Akun & Relasi","Manajemen","Penjualan",""
"65","23","Sales Support Administrator","Rifyo","Full Time","Jakarta Raya","","","","Administrasi Klien & Penjualan","Administratif","Administrasi & Dukungan Perkantoran",""
"66","23","SOP & Training SPV (F&B)","PT. Levi Kuliner Management","Full Time","Jakarta Pusat","","","","Manajemen","Manajemen","Hospitaliti & Pariwisata","Hospitaliti"
"67","23","Sales and Marketing Manager (Instrumentation dan otomasi)","PT Precision Wave Indonesia","Full Time","Jakarta Barat","12000000.0","18000000.0","15000000.0","Lainnya","Lainnya","Teknik",""
"68","23","HR Payroll","PT. Berkat Maritim Abadi","Kontrak/Temporer","Jakarta Utara","8000000.0","10000000.0","9000000.0","","","",""
"69","23","APPLICATION ENGINEER STAFF (PE)","PT Gravalty Solution","Full Time","Jakarta Raya","","","","Drafting Teknik","Teknik","Teknik",""
"70","23","Administrasi","PT Hidup Barutama Mandiri","Full Time","Jakarta Pusat","","","","Asisten Administratif","Administratif","Administrasi & Dukungan Perkantoran",""
"71","23","Admin Project Implementation","PT. CJ Logistics Indonesia","Kontrak/Temporer","Jakarta Utara","","","","Analisis & Pelaporan","Analitik","Manufaktur, Transportasi & Logistik","Logistik"
"72","23","IT System Administrator & Developer","COLORLINK","Full Time","Jakarta Utara","","","","Administrasi Jaringan & Sistem","Teknologi Informasi","Teknologi Informasi & Komunikasi","Teknologi"
"73","23","Senior Quality Assurance Engineer","PT Bosnet Distribution Indonesia","Full Time","Jakarta Selatan","","","","Uji Coba & Penjaminan Mutu","Teknologi Informasi","Teknologi Informasi & Komunikasi","Teknologi"
"74","23","Sales Agency Officer","PT Mowilex Indonesia","Full Time","Jakarta Raya","","","","Perwakilan/Konsultan Penjualan","Penjualan","Penjualan",""
"75","23","Purchasing & Supply Chain Specialist","Glowies Beauty","Full Time","Jakarta Raya","","","","Pembelian, Pengadaan & Inventaris","Administratif","Manufaktur, Transportasi & Logistik","Logistik"
"76","23","Finance & Accounting Manager (Mandarin Speaker) - IT/Tech Industry","PT Trust Recruit Indonesia","Full Time","Jakarta Selatan","25000000.0","30000000.0","27500000.0","Akuntansi & Pelaporan Finansial","Akunting","Akuntansi",""
"77","23","Bussiness Analyst","PT Prima Audio Indonesia","Full Time","Jakarta Utara","","","","Perencanaan","Pemasaran","Ritel & Produk Konsumen","Ritel"
"78","23","Business Analyst  - IT Consulting - Jakarta (B-128254)","RGF HR Agent Indonesia","Full Time","Jakarta Raya","20000000.0","30000000.0","25000000.0","Analis Bisnis/Sistem","Analitik","Teknologi Informasi & Komunikasi","Teknologi"
"79","23","IT Support & ERP Admin","PT HARAPAN MITRA SEJATI","Kontrak/Temporer","Jakarta Utara","4750000.0","5750000.0","5250000.0","Meja Bantuan & Dukungan IT","Teknologi Informasi","Teknologi Informasi & Komunikasi","Teknologi"
"80","23","Retail Assistant Store Manager","PT Puma Cat Indonesia","Full Time","Jakarta Raya","","","","Manajemen – Toko","Manajemen","Ritel & Produk Konsumen","Ritel"
"81","23","Admin Akunting","PT Naga Komodo","Full Time","Jakarta Raya","5300000.0","5750000.0","5525000.0","Akuntansi & Pelaporan Finansial","Akunting","Akuntansi",""
"82","23","SAP Logistics Consultant","PT Mitra Adiperkasa Tbk","Full Time","Jakarta Raya","","","","Konsultan","Konsulting","Teknologi Informasi & Komunikasi","Teknologi"
"83","23","Staf Administrasi dan Lapangan Satuan Tugas Daerah","KOPERASI MITRA MENTARI NUSANTARA","Kontrak/Temporer","Jakarta Selatan","3461027.0","5191541.0","4326284.0","Kredit","Perbankan","Perbankan & Layanan Finansial","Perbankan"
"84","23","Delivery Engineer","Tdecision Malaysia Sdn Bhd","Full Time","Jakarta Raya","40000000.0","60000000.0","50000000.0","Teknik – Perangkat Lunak","Teknik","Teknologi Informasi & Komunikasi","Teknologi"
"85","23","Retail Commerce Strategy & Execution","PT Jakarta Digital Nusantara","Full Time","Hibrid","6000000.0","9000000.0","7500000.0","Perencanaan","Pemasaran","Ritel & Produk Konsumen","Ritel"
"86","1","Telesales","PT. Majoo Teknologi Indonesia","Full Time","Jakarta Selatan","","","","Penjualan – Outbound","Penjualan","Call Center & Layanan Konsumen","Hubungan Konsumen"
"87","1","Accounting Staff","PT Adhigana Perkasa Mandiri","Kontrak/Temporer","Jakarta Utara","","","","Akuntansi & Pelaporan Finansial","Akunting","Akuntansi",""
"88","1","E-Commerce Staff (Mandarin Speaker)","PT Miniso Lifestyle Trading Indonesia (Miniso Indonesia)","Full Time","Jakarta Raya","","","","Pemasaran Digital & Pencarian","Pemasaran","Pemasaran & Komunikasi",""
"89","1","Admin HR","PT GEMILANG KULINER NUSANTARA","Full Time","Jakarta Timur","","","","Konsultasi & HR Umum","Konsulting","Sumber Daya Manusia & Perekrutan",""
"90","1","Cost Control (FnB)","PT GEMILANG KULINER NUSANTARA","Kontrak/Temporer","Jakarta Timur","","","","Manajemen","Manajemen","Hospitaliti & Pariwisata","Hospitaliti"
"91","1","Admin Marketplace","PT Batanghari Manunggaljaya","Kontrak/Temporer","Jakarta Barat","","","","Asisten/Koordinator Pemasaran","Pemasaran","Pemasaran & Komunikasi",""
"92","1","Software Developer","PT Swadharma Duta Data","Full Time","Jakarta Raya","7000000.0","10000000.0","8500000.0","Developer/Programmer","Desain","Teknologi Informasi & Komunikasi","Teknologi"
"93","1","Technical Writer","PT. Metrodata Electronics, Tbk","Full Time","Jakarta Raya","","","","Penulisan Teknis","Teknik","Teknologi Informasi & Komunikasi","Teknologi"
"94","1","INTERNAL AUDIT SUPERVISOR (DISTRIBUTOR FMCG)","PT Yafindo Global Investama","Full Time","Jakarta Raya","","","","Audit – Internal","Akunting","Akuntansi",""
"95","1","Head of Coal Logistics & Commercial Operations","Pengiklan Anonim","Full Time","Jakarta Selatan","","","","Pertambangan – Operasional","Sains","Pertambangan, Sumber Daya Alam & Energi","Energi"
"96","1","Finance AP & AR","PT Jakarta International Expo","Full Time","Jakarta Pusat","","","","Akuntansi & Pelaporan Finansial","Akunting","Akuntansi",""
"97","1","UI UX Analyst & Researcher","PT Mandiri International Technology","Kontrak/Temporer","Jakarta Raya","","","","Manajemen & Pengembangan Produk","Manajemen","Teknologi Informasi & Komunikasi","Teknologi"
"98","1","Stock Opname Retail Store","PT Integritas Dinamika Indonesia","Kontrak/Temporer","Jakarta Raya","5000000.0","6000000.0","5500000.0","Asisten Ritel","Penjualan","Ritel & Produk Konsumen","Ritel"
"99","1","Tax & Accounting (Mining)","Pengiklan Anonim","Full Time","Jakarta Raya","","","","Analisis & Pelaporan","Analitik","Pertambangan, Sumber Daya Alam & Energi","Energi"
"100","1","Data Center Account Manager","PT Artha Telekomindo","Kontrak/Temporer","Jakarta Selatan","7500000.0","10000000.0","8750000.0","","","",""
"101","1","Assistant Director (Mandarin Speaker)","PT WATSON ENGINEERING INDONESIA","Full Time","Jakarta Utara","14000000.0","20000000.0","17000000.0","Manajemen","Manajemen","Konstruksi","Konstruksi"
"102","1","Staff Inventory Control (Frozen Food)","PT. CitraDimensi Arthali (""CEDEA"")","Full Time","Jakarta Utara","","","","Pembelian, Pengadaan & Inventaris","Administratif","Manufaktur, Transportasi & Logistik","Logistik"
"103","1","STAFF ADMINISTRATION","PT Mulia Cemerlang Dian Persada","Full Time","Jakarta Raya","6000000.0","7000000.0","6500000.0","Manajemen Perkantoran","Manajemen","Administrasi & Dukungan Perkantoran",""
"104","1","Content & Social Media Strategist","PT Eka Bogainti","Full Time","Jakarta Timur","","","","Pemasaran Digital & Pencarian","Pemasaran","Pemasaran & Komunikasi",""
"105","1","Finance Back Office (Doctor Fee)","Columbia Asia Indonesia","Full Time","Jakarta Timur","","","","Akuntansi & Pelaporan Finansial","Akunting","Akuntansi",""
"106","1","KAM Specialist (Level Manager) Contract Logistics","PT Kamadjaja Logistics","Full Time","Jakarta Raya","","","","Pergudangan, Penyimpanan & Distribusi","Logistik","Manufaktur, Transportasi & Logistik","Logistik"
"107","1","Engineer Assistant","Kunming Engineering Corporation Limited","Full Time","Jakarta Raya","","","","Drafting Teknik","Teknik","Teknik",""
"108","1","Accounting Staff","PT Kefi Wangi Indonesia","Full Time","Jakarta Selatan","","","","Akuntansi & Pelaporan Finansial","Akunting","Akuntansi",""
"109","1","STAFF ACCOUNTING  ( FRESH GRADUATE)","PT XIANXING","Full Time","Jakarta Utara","","","","Akuntansi & Pelaporan Finansial","Akunting","Akuntansi",""
"110","1","Data Center Operation","PT. Metrodata Electronics, Tbk","Full Time","Jakarta Raya","5730000.0","7000000.0","6365000.0","Meja Bantuan & Dukungan IT","Teknologi Informasi","Teknologi Informasi & Komunikasi","Teknologi"
"111","1","Store Operations Manager","PT KOMO ESTETIKA INDONESIA","Full Time","Jakarta Utara","","","","Manajemen – Toko","Manajemen","Ritel & Produk Konsumen","Ritel"
"112","1","Analyst, Assistant Relationship Manager - Japanese Corporate Banking","The Bank of Tokyo Mitsubishi-UFJ","Full Time","Jakarta Raya","","","","Manajemen Akun & Relasi","Manajemen","Penjualan",""
"113","1","IT Product Specialist - Mandarin Speaker","PT. Gree Electric Appliances Indonesia","Full Time","Jakarta Utara","","","","Manajemen & Pengembangan Produk","Manajemen","Teknologi Informasi & Komunikasi","Teknologi"
"114","1","Sales Admin","PT GeneCraft Labs","Full Time","Jakarta Barat","","","","Administrasi Klien & Penjualan","Administratif","Administrasi & Dukungan Perkantoran",""
"115","1","IT Operations Support (Admin Network)","PT. Metrodata Electronics, Tbk","Kontrak/Temporer","Jakarta Raya","","","","Administrasi Jaringan & Sistem","Teknologi Informasi","Teknologi Informasi & Komunikasi","Teknologi"
"116","1","Admin & Project Support","PT. Radiant Utama Interinsco Tbk","Kontrak/Temporer","Jakarta Raya","","","","Asisten Administratif","Administratif","Administrasi & Dukungan Perkantoran",""
"117","1","Sales Operation - Shipping Agency","PT Multi Guna Maritim","Full Time","Jakarta Barat","","","","Impor/Ekspor & Pabean","Hukum","Manufaktur, Transportasi & Logistik","Logistik"
"118","1","STAFF HR","PT Bimaruna Jaya (Korindo Group)","Full Time","Jakarta Timur","5500000.0","6000000.0","5750000.0","Konsultasi & HR Umum","Konsulting","Sumber Daya Manusia & Perekrutan",""
"119","1","IT Quality Control - Banking","PT. SIGMA GLOBAL TEKNOLOGI (SIGMATECH)","Kontrak/Temporer","Jakarta Selatan","","","","Meja Bantuan & Dukungan IT","Teknologi Informasi","Teknologi Informasi & Komunikasi","Teknologi"
"120","1","Admin E-Commerce (Kontrak Maternity Leave)","PT Danpac Pharma","Kontrak/Temporer","Jakarta Raya","","","","Asisten Administratif","Administratif","Administrasi & Dukungan Perkantoran",""
"121","1","Tax Officer","PT. SATU BISNIS INDONESIA","Full Time","Jakarta Utara","5500000.0","6000000.0","5750000.0","Perpajakan","Akunting","Akuntansi",""
"122","1","DevSecOps","PT Nawa Data Solutions","Kontrak/Temporer","Jakarta Barat","","","","Developer/Programmer","Desain","Teknologi Informasi & Komunikasi","Teknologi"
"123","1","Employer Branding (Content Creator)","PT. Sukses Corp International","Kontrak/Temporer","Jakarta Raya","","","","Komunikasi Pemasaran","Pemasaran","Pemasaran & Komunikasi",""
"124","1","Internal Audit Manager","PT Samindo Resources Tbk","Full Time","Jakarta Selatan","","","","Audit – Internal","Akunting","Akuntansi",""
"125","1","Product Manager","Guizhou Taiyong-Longmarch Technology Co.,Ltd","Full Time","Jakarta Pusat","","","","Manajemen & Pengembangan Produk","Manajemen","Teknologi Informasi & Komunikasi","Teknologi"
"126","1","Digital Marketing Specialist JUVA","ZAP Clinic (PT. Zulu Alpha Papa)","Kontrak/Temporer","Jakarta Raya","","","","Pemasaran Digital & Pencarian","Pemasaran","Pemasaran & Komunikasi",""
"127","1","Business Development Specialist","PT. Pintar Inovasi Digital","Full Time","Jakarta Selatan","","","","Pengembangan Bisnis Baru","Penjualan","Penjualan",""
"128","1","Supervisor Logistik","PT Sweet Greens Indonesia","Full Time","Jakarta Selatan","","","","Pergudangan, Penyimpanan & Distribusi","Logistik","Manufaktur, Transportasi & Logistik","Logistik"
"129","1","Oracle Database Administrator","PT International Biometrics Indonesia","Full Time","Jakarta Raya","10000000.0","15000000.0","12500000.0","Pengembangan & Administrasi Database","Teknologi Informasi","Teknologi Informasi & Komunikasi","Teknologi"
"130","1","ADMIN SALES (JAKARTA) KAMAL RAYA","PT Dapu Cell Indonesia (Jakarta)","Full Time","Jakarta Raya","3500000.0","4000000.0","3750000.0","Asisten Administratif","Administratif","Administrasi & Dukungan Perkantoran",""
"131","1","Golang Developer","PT. SIGMA GLOBAL TEKNOLOGI (SIGMATECH)","Kontrak/Temporer","Jakarta Selatan","","","","Developer/Programmer","Desain","Teknologi Informasi & Komunikasi","Teknologi"
"132","1","Tax Staff","Pengiklan Anonim","Full Time","Jakarta Pusat","","","","","","",""
"133","1","ICT Technician","Siloam Hospitals Group (Tbk)","Full Time","Jakarta Selatan","","","","Teknisi","Teknik","Keterampilan & Jasa","Jasa"
"134","1","Finance & Accounting","Siloam Hospitals Group (Tbk)","Full Time","Jakarta Pusat","","","","Akuntansi & Pelaporan Finansial","Akunting","Akuntansi",""
"135","1","Human Capital - Daily Worker","Siloam Hospitals Group (Tbk)","Full Time","Jakarta Selatan","","","","Asisten Administratif","Administratif","Administrasi & Dukungan Perkantoran",""
"136","1","Administrative and Pharmacy Intern","Siloam Hospitals Group (Tbk)","Full Time","Jakarta Barat","","","","Farmasi","Kesehatan","Kesehatan & Medis","Kesehatan"
"137","1","Staff Administrasi (Event Organizer)","CV INDITEC ROYAL OPTIMA ASIA","Full Time","Jakarta Barat","","","","Manajemen Acara","Manajemen","Pemasaran & Komunikasi",""
"138","1","Secretary","Siloam Hospitals Group (Tbk)","Full Time","Jakarta Selatan","","","","Administrasi Medis","Administratif","Kesehatan & Medis","Kesehatan"
"139","1","BIM Manager (MEP)","PT Meinhardt Indonesia","Full Time","Jakarta Pusat","","","","Teknik Mesin","Teknik","Teknik",""
"140","1","Logistic & EXIM Manager","PT Obsidian Stainless Steel","Full Time","Jakarta Selatan","","","","Pengapalan/Pengurusan Transportasi","Logistik","Manufaktur, Transportasi & Logistik","Logistik"
"141","1","Penilai Properti","KJPP Nicholas Filbert","Full Time","Jakarta Utara","","","","Valuasi","Teknik","Real Estat & Properti","Properti"
"142","1","Koordinator Operasional (Gudang)","Medics8","Kontrak/Temporer","Jakarta Selatan","","","","Pergudangan, Penyimpanan & Distribusi","Logistik","Manufaktur, Transportasi & Logistik","Logistik"
"143","1","Admin dan Sekretaris","KJPP Nicholas Filbert","Full Time","Jakarta Utara","","","","Asisten Administratif","Administratif","Administrasi & Dukungan Perkantoran",""
"144","1","Procurement Officer","PT. PRADOWANSA SUKSES LESTARI","Full Time","Jakarta Raya","7000000.0","7500000.0","7250000.0","Pembelian, Pengadaan & Inventaris","Administratif","Manufaktur, Transportasi & Logistik","Logistik"
"145","1","Assistant Manager (Mandarin Speaker)","PT. Harapan Anugerah Indah","Full Time","Jakarta Selatan","10000000.0","13000000.0","11500000.0","Asisten Pribadi, Asisten Eksekutif & Sekretarial","Administratif","Administrasi & Dukungan Perkantoran",""
"146","1","IT Infrastructure Project Manager","PT Nawa Data Solutions","Kontrak/Temporer","Jakarta Selatan","","","","Manajemen Program & Proyek","Manajemen","Teknologi Informasi & Komunikasi","Teknologi"
"147","1","Data Analyst & Business Support","Halodoc","Full Time","Hibrid","","","","Analis Bisnis/Sistem","Analitik","Teknologi Informasi & Komunikasi","Teknologi"
"148","1","Lead Assortment Planner, SEA&I","Nike","Full Time","Jakarta Raya","","","","Strategi & Perencanaan","Konsulting","Konsultasi & Strategi","Konsulting"
"149","1","Finance Mandarin Pool (Staff to Manager)","PT. NCS CONSULTANT INDONESIA","Full Time","Jakarta Raya","20000000.0","30000000.0","25000000.0","Akuntansi & Pelaporan Finansial","Akunting","Akuntansi",""
"150","1","Marketing Strategist (Healthcare)","IDS Medical Systems Group","Full Time","Jakarta Raya","","","","Manajemen & Pengembangan Produk","Manajemen","Pemasaran & Komunikasi",""
"151","1","BUSINESS DEVELOPMENT EXECUTIVE","PT Aldmic Indonesia","Full Time","Jakarta Barat","","","","Manajemen & Pengembangan Produk","Manajemen","Pemasaran & Komunikasi",""
"152","1","Resepsionis/Frontliner Klinik","WM Center","Kontrak/Temporer","Jakarta Selatan","","","","Administrasi Medis","Administratif","Kesehatan & Medis","Kesehatan"
