"job_id","days_since_posted","open_position","company_name","job_type","job_location","min_salary","max_salary","midpoint_salary","job_spec","job_function","job_industry","industry_name"
"3033","25","Accounting & Tax","PT. Aldmic Pacific Indonesia","Full Time","Jakarta Barat","5500000.0","8000000.0","6750000.0","Perpajakan","Akunting","Akuntansi",""
"3034","25","Corporate Secretary","Nuansa Edukasi Indonesia","Full Time","Jakarta Barat","","","","Sekretaris Hukum","Administratif","Hukum","Hukum"
"3035","25","IT Product Analyst (Senior Level)","PT Akulaku Silvrr Indonesia","Full Time","Jakarta Pusat","","","","Analis Bisnis/Sistem","Analitik","Teknologi Informasi & Komunikasi","Teknologi"
"3036","25","Senior Business Development Manager (Mandarin Speaker)","PT Beepr Trans Indonesia","Full Time","Jakarta Raya","17000000.0","25000000.0","21000000.0","Pengembangan Bisnis Baru","Penjualan","Penjualan",""
"3037","25","Guest Service Manager","Ace Padel Club","Full Time","Jakarta Barat","","","","Layanan Kantor Depan & Tamu","Administratif","Hospitaliti & Pariwisata","Hospitaliti"
"3038","25","Payroll & Compensation Benefit Staff","PT MOL Indonesia","Full Time","Jakarta Raya","","","","Remunerasi & Tunjangan","Sumber Daya Manusia","Sumber Daya Manusia & Perekrutan",""
"3039","25","Accounting & Reporting Associate","PT Telkomsel Ekosistem Digital","Full Time","Jakarta Raya","","","","Akuntansi & Pelaporan Finansial","Akunting","Akuntansi",""
"3040","25","Real Estate Coordinator","PT. Circleka Indonesia Utama","Full Time","Jakarta Timur","","","","Penjualan Komersil, Penyewaan & Manajemen Properti","Penjualan","Real Estat & Properti","Properti"
"3041","25","Real Estate Coordinator","PT. Circleka Indonesia Utama","Full Time","Jakarta Timur","","","","Penjualan Komersil, Penyewaan & Manajemen Properti","Penjualan","Real Estat & Properti","Properti"
"3042","25","Head Accounts Payable (SPV Level)","A&W Restaurants Indonesia","Full Time","Jakarta Utara","","","","Akuntansi & Pelaporan Finansial","Akunting","Akuntansi",""
"3043","25","Lending Risk Analyst Acceleration Program","GoTo Group","Full Time","Jakarta Raya","","","","Manajemen Akun & Hubungan","Manajemen","Perbankan & Layanan Finansial","Perbankan"
"3044","25","Operational Manager","PT Harlie Travelindo (Jakarta)","Full Time","Jakarta Selatan","","","","","","",""
"3045","25","Business Strategy Analyst - Project Manager","PT Luxehouze Group Indonesia","Full Time","Jakarta Raya","","","","Manajemen Brand","Manajemen","Pemasaran & Komunikasi",""
"3046","25","Sales B2B","ROTI KESET CONDET","Full Time","Jakarta Timur","","","","Perwakilan/Konsultan Penjualan","Penjualan","Penjualan",""
"3047","25","Backend Developer","TalentGo","Full Time","Jakarta Selatan","10000000.0","11000000.0","10500000.0","Developer/Programmer","Desain","Teknologi Informasi & Komunikasi","Teknologi"
"3048","25","Learning and Engagement Coordinator","Pengiklan Anonim","Full Time","Jakarta Pusat","","","","Pelatihan & Pengembangan","Sumber Daya Manusia","Sumber Daya Manusia & Perekrutan",""
"3049","25","Digital Marketing & Growth Lead (Indonesia)","PT Holink Solusi Digital","Full Time","Jakarta Utara","18000000.0","25000000.0","21500000.0","Pemasaran Digital & Pencarian","Pemasaran","Pemasaran & Komunikasi",""
"3050","25","Recruitmen Staff","PT CDBN ( Cipta Dimensi Baja Nusantara )","Full Time","Jakarta Timur","","","","Perencanaan & Penjadwalan","Teknik","Konstruksi","Konstruksi"
"3051","25","Frontend Developer","TalentGo","Full Time","Jakarta Selatan","8000000.0","9000000.0","8500000.0","Developer/Programmer","Desain","Teknologi Informasi & Komunikasi","Teknologi"
"3052","25","Editor (Jurusan Akuntansi & Matematika)","PT Penerbit Erlangga","Full Time","Jakarta Timur","5730000.0","6300000.0","6015000.0","Penyuntingan & Penerbitan","Media","Periklanan, Seni & Media","Media"
"3053","25","Admin Marketplace","PT Central Bearindo International","Full Time","Jakarta Pusat","","","","Komunikasi Pemasaran","Pemasaran","Pemasaran & Komunikasi",""
"3054","25","Visa Officer","GoVisa","Full Time","Jakarta Raya","","","","Asisten Administratif","Administratif","Administrasi & Dukungan Perkantoran",""
"3055","25","COMMERCIAL PROCUREMENT TEAM","PT Lintas Niaga Jaya","Kasual","Jakarta Selatan","","","","Pembelian, Pengadaan & Inventaris","Administratif","Manufaktur, Transportasi & Logistik","Logistik"
"3056","25","Human Resources Generalist","PT Sukses Uchi Nawa","Full Time","Jakarta Pusat","","","","Konsultasi & HR Umum","Konsulting","Sumber Daya Manusia & Perekrutan",""
"3057","25","Technical Area (Jabodetabek)","PT. Cipta Daya Selaras","Kontrak/Temporer","Jakarta Raya","","","","Manajemen Proyek","Manajemen","Konstruksi","Konstruksi"
"3058","25","Admin Accounting","PEACH HOSPITALITY GROUP","Full Time","Jakarta Selatan","","","","Pembukuan & Akuntansi Praktik Kecil","Akunting","Akuntansi",""
"3059","25","Information Technology Operations Specialist (Project Based)","PT Aplikanusa Lintasarta","Kontrak/Temporer","Jakarta Raya","","","","Administrasi Jaringan & Sistem","Teknologi Informasi","Teknologi Informasi & Komunikasi","Teknologi"
"3060","25","Operations Administrator (Project Based)","PT Aplikanusa Lintasarta","Kontrak/Temporer","Jakarta Raya","","","","Asisten Administratif","Administratif","Administrasi & Dukungan Perkantoran",""
"3061","25","Revenue Assurance Administration (Project Based)","PT Aplikanusa Lintasarta","Kontrak/Temporer","Jakarta Raya","","","","Asisten Administratif","Administratif","Administrasi & Dukungan Perkantoran",""
"3062","25","Network Quality Engineer (Project Based)","PT Aplikanusa Lintasarta","Kontrak/Temporer","Jakarta Raya","","","","Penjaminan & Kontrol Mutu","Teknologi Informasi","Konstruksi","Konstruksi"
"3063","25","Regulatory Administration","PT Aplikanusa Lintasarta","Kontrak/Temporer","Jakarta Raya","","","","Asisten Administratif","Administratif","Administrasi & Dukungan Perkantoran",""
"3064","25","Marketing Asuransi (Agency) Staff - Kantor Cabang Jakarta","Pengiklan Anonim","Kontrak/Temporer","Jakarta Barat","","","","Lainnya","Lainnya","Asuransi & Dana Pensiun","Asuransi"
"3065","25","Campaign Manager (Project Based)","PT Aplikanusa Lintasarta","Kontrak/Temporer","Jakarta Raya","","","","Komunikasi Pemasaran","Pemasaran","Pemasaran & Komunikasi",""
"3066","25","Key Account Executive","PT. Nobel Riggindo Samudra","Full Time","Jakarta Pusat","","","","Manajemen Akun & Relasi","Manajemen","Penjualan",""
"3067","25","Service Desk & Support Engineer [Application Support]","Kompas Gramedia - KG Media","Full Time","Jakarta Barat","","","","Administrasi Jaringan & Sistem","Teknologi Informasi","Teknologi Informasi & Komunikasi","Teknologi"
"3068","25","Project Accountant","PT Starway Engineering Indonesia","Full Time","Jakarta Raya","","","","Akuntansi Manajemen & Anggaran","Akunting","Akuntansi",""
"3069","25","System Operation Online","PT Sinbad Karya Perdagangan","Full Time","Jakarta Timur","4500000.0","5500000.0","5000000.0","Asisten Administratif","Administratif","Administrasi & Dukungan Perkantoran",""
"3070","25","Marketing Officer Heavy Equipment (HE) - Jakarta","PT Clipan Finance Indonesia, Tbk","Full Time","Jakarta Raya","","","","Komunikasi Pemasaran","Pemasaran","Pemasaran & Komunikasi",""
"3071","25","Customer Service Operations (Project Based)","PT Aplikanusa Lintasarta","Kontrak/Temporer","Jakarta Raya","","","","Asisten Administratif","Administratif","Administrasi & Dukungan Perkantoran",""
"3072","25","Data Support (Beauty Advisor)","SKINTIFIC","Kontrak/Temporer","Jakarta Selatan","","","","Asisten Administratif","Administratif","Administrasi & Dukungan Perkantoran",""
"3073","25","IT Operations Shift Lead (Project Based)","PT Aplikanusa Lintasarta","Kontrak/Temporer","Jakarta Raya","","","","Administrasi Jaringan & Sistem","Teknologi Informasi","Teknologi Informasi & Komunikasi","Teknologi"
"3074","25","STAFF ADMINISTRASI","PT HENGYUAN GASES INDONESIA","Full Time","Jakarta Utara","","","","Asisten Administratif","Administratif","Administrasi & Dukungan Perkantoran",""
"3075","25","Business Development (Funding)","PT. Kredit Utama Fintech Indonesia","Full Time","Jakarta Pusat","","","","Pengembangan Bisnis Baru","Penjualan","Penjualan",""
"3076","25","SOLUTION ENGINEER / SYSTEM ANALYSIS","PT SOD Technology Indonesia","Full Time","Jakarta Raya","","","","","","",""
"3077","25","Golang Developer","Coforge","Full Time","Jakarta Raya","","","","Developer/Programmer","Desain","Teknologi Informasi & Komunikasi","Teknologi"
"3078","25","General Affair Staff & Coordinator","PT Riasarana Electrindo","Full Time","Jakarta Raya","","","","Manajemen Perkantoran","Manajemen","Administrasi & Dukungan Perkantoran",""
"3079","25","Business Analyst Staff","Indofood Group","Full Time","Jakarta Selatan","","","","Pengembangan Bisnis Baru","Penjualan","Penjualan",""
"3080","25","IT Project Manager","PT. Metrodata Electronics, Tbk","Kontrak/Temporer","Jakarta Barat","","","","Manajemen Program & Proyek","Manajemen","Teknologi Informasi & Komunikasi","Teknologi"
"3081","25","LINE HAUL ANALYST","PT SICEPAT EKSPRES INDONESIA","Full Time","Jakarta Selatan","","","","Analisis & Pelaporan","Analitik","Manufaktur, Transportasi & Logistik","Logistik"
"3082","25","ERP Functional Consultant (Project Manager)","PT System Ever Indonesia","Full Time","Jakarta Selatan","14000000.0","20000000.0","17000000.0","Konsultan","Konsulting","Teknologi Informasi & Komunikasi","Teknologi"
"3083","25","Manager IT Infrastructure Operation","Indofood Group","Full Time","Jakarta Selatan","","","","Administrasi Jaringan & Sistem","Teknologi Informasi","Teknologi Informasi & Komunikasi","Teknologi"
"3084","25","Project Controller","PT Mitra Solusi Telematika","Full Time","Jakarta Selatan","","","","Manajemen Proyek","Manajemen","Teknik",""
"3085","25","Warehouse & Logistic Manager","PT Saberindo Pacific","Full Time","Jakarta Pusat","","","","Pergudangan, Penyimpanan & Distribusi","Logistik","Manufaktur, Transportasi & Logistik","Logistik"
"3086","25","Finance & Accounting Manager (F&B)","PT OMOTESANDO INDONESIA","Kontrak/Temporer","Jakarta Selatan","","","","Akuntansi & Pelaporan Finansial","Akunting","Akuntansi",""
"3087","25","Technical Support (Production Engineering)","PT Autocomp Systems Indonesia","Full Time","Jakarta Pusat","","","","Teknik Mesin","Teknik","Teknik",""
"3088","25","OPERATOR MESIN ROBOT","PT ANANTA MAKMUR PERKASA","Full Time","Jakarta Selatan","","","","Operator Mesin","Teknik","Manufaktur, Transportasi & Logistik","Logistik"
"3089","25","Engineering Manager - UPS","PT Saberindo Pacific","Kontrak/Temporer","Jakarta Raya","","","","Teknik Elektro/Elektronik","Teknik","Teknik",""
"3090","25","BI Platform  Engineer – Data  Dev.","PT ELISTEC INFORMATIKA UTAMA","Full Time","Jakarta Pusat","","","","Matematika, Statistik & Teknik Informasi","Sains","Sains & Teknologi","Teknologi"
"3091","25","Product & Digital Innovation Analyst","PT Hino Finance Indonesia","Full Time","Jakarta Timur","","","","Manajemen & Pengembangan Produk","Manajemen","Pemasaran & Komunikasi",""
"3092","25","Marketing Specialist Part Leader KKI","PT Cosmax Indonesia","Full Time","Jakarta Selatan","","","","Komunikasi Pemasaran","Pemasaran","Pemasaran & Komunikasi",""
"3093","25","Sekretaris","PT Wira Sakti Surya Persada","Full Time","Jakarta Utara","","","","Asisten Pribadi, Asisten Eksekutif & Sekretarial","Administratif","Administrasi & Dukungan Perkantoran",""
"3094","25","Administration Sales Support","Pengiklan Anonim","Full Time","Jakarta Raya","","","","Asisten Administratif","Administratif","Administrasi & Dukungan Perkantoran",""
"3095","25","Product Manager","PT Satu Dental Indonesia","Full Time","Jakarta Raya","","","","Manajemen & Pengembangan Produk","Manajemen","Pemasaran & Komunikasi",""
"3096","25","Finance & Accounting Staff","PT Best Fortune Indonesia","Full Time","Jakarta Utara","5500000.0","6800000.0","6150000.0","Akuntansi & Pelaporan Finansial","Akunting","Akuntansi",""
"3097","25","Counter Maintenance Officer","Kompas Gramedia - KG Media","Full Time","Jakarta Pusat","","","","Asisten Ritel","Penjualan","Ritel & Produk Konsumen","Ritel"
"3098","25","Project Document Control","PT Baskara Prima Sarana","Full Time","Jakarta Selatan","5500000.0","6500000.0","6000000.0","Manajemen Catatan & Kontrol Dokumen","Manajemen","Administrasi & Dukungan Perkantoran",""
"3099","25","Finance  (FAT)","PT ASIA TIMUR ASSETS INDONESIA","Full Time","Jakarta Barat","","","","Akuntansi & Pelaporan Finansial","Akunting","Akuntansi",""
"3100","25","Senior Backend Engineer (Distributed Systems)","PT Petrolink Services Indonesia","Kontrak/Temporer","Jakarta Selatan","","","","Developer/Programmer","Desain","Teknologi Informasi & Komunikasi","Teknologi"
"3101","25","Organization and People Development Supervisor | Tunas Honda","PT Tunas Ridean","Full Time","Jakarta Selatan","","","","Pengembangan Organisasi","Sumber Daya Manusia","Sumber Daya Manusia & Perekrutan",""
"3102","25","Merchandiser Specialist (English) - Jakarta","PT Transisi Mobile Indonesia","Full Time","Jakarta Utara","","","","Merchandiser","Pemasaran","Ritel & Produk Konsumen","Ritel"
"3103","25","Admin Warehouse","PT Multi Flashindo Karisma","Full Time","Jakarta Barat","4500000.0","5500000.0","5000000.0","Pergudangan, Penyimpanan & Distribusi","Logistik","Manufaktur, Transportasi & Logistik","Logistik"
"3104","25","Admin COD","PT Global Jet Express (Cabang Jakarta)","Kontrak/Temporer","Jakarta Utara","","","","Asisten Administratif","Administratif","Administrasi & Dukungan Perkantoran",""
"3105","25","Director of Revenue Management","AccorHotels Indonesia","Full Time","Jakarta Raya","","","","Manajemen","Manajemen","Teknologi Informasi & Komunikasi","Teknologi"
"3106","25","AI Full Stack Platform Engineer","Jackson Ventures","Full Time","Jakarta Raya","10000000.0","15000000.0","12500000.0","Developer/Programmer","Desain","Teknologi Informasi & Komunikasi","Teknologi"
"3107","25","City Audit Assistant Manager","PT Home Credit Indonesia","Full Time","Jakarta Raya","","","","Audit – Internal","Akunting","Akuntansi",""
"3108","25","LEADER ECOMMERCE","PT Anugrah Indo Mandiri","Full Time","Jakarta Utara","","","","","","",""
"3109","25","Organization Development Staff","PT Jakarta Digital Nusantara","Full Time","Jakarta Barat","5500000.0","7000000.0","6250000.0","Pengembangan Organisasi","Sumber Daya Manusia","Sumber Daya Manusia & Perekrutan",""
"3110","25","Sustainability Compliance Specialist (Jakarta Based)","APICAL Group","Full Time","Jakarta Pusat","","","","Teknik Lingkungan","Teknik","Teknik",""
"3111","25","HR & GA Staff","PT. Uniview Technologies Indonesia","Full Time","Jakarta Barat","7000000.0","8000000.0","7500000.0","Konsultasi & HR Umum","Konsulting","Sumber Daya Manusia & Perekrutan",""
"3112","25","Engineering Support Staff","PT Dwi Tunggal Surya Jaya","Full Time","Jakarta Raya","","","","Manajemen Proyek","Manajemen","Konstruksi","Konstruksi"
"3113","25","Staf Administrasi Pelayaran","PT. MOESTIKA JATI SENTOSA","Full Time","Jakarta Utara","","","","Manajemen Armada","Manajemen","Manufaktur, Transportasi & Logistik","Logistik"
"3114","25","Mid-Level Next.js Developer","PT. Bintang Jaya Unggul Sentosa","Full Time","Jakarta Utara","6000000.0","6250000.0","6125000.0","Developer/Programmer","Desain","Teknologi Informasi & Komunikasi","Teknologi"
"3115","25","Golang Developer","PT Vanz Inovatif Teknologi","Kontrak/Temporer","Jakarta Raya","","","","Developer/Programmer","Desain","Teknologi Informasi & Komunikasi","Teknologi"
"3116","25","Internal Control Staff","PT Bio Inti Agrindo","Full Time","Jakarta Raya","","","","Audit – Internal","Akunting","Akuntansi",""
"3117","25","Project Plan (Tax) Staff","PT World Innovative Telecommunication","Full Time","Jakarta Utara","","","","Analisis & Pelaporan","Analitik","Pertambangan, Sumber Daya Alam & Energi","Energi"
"3118","25","Senior Sales Admin & Reporting Specialist","PT Higienis Indonesia","Full Time","Jakarta Pusat","6500000.0","9000000.0","7750000.0","Asisten Administratif","Administratif","Administrasi & Dukungan Perkantoran",""
"3119","25","customer service mall event","PT. Kasyasindo Megah Perkasa","Kontrak/Temporer","Jakarta Selatan","","","","Layanan Konsumen – Berhadapan dengan Konsumen","Layanan Konsumen","Call Center & Layanan Konsumen","Hubungan Konsumen"
"3120","25","Staf Keuangan","PT Mitra Utama Madani","Full Time","Jakarta Selatan","5400000.0","6000000.0","5700000.0","Akuntansi & Pelaporan Finansial","Akunting","Akuntansi",""
"3121","25","ADMIN GUDANG","PT Jeje Harapan Transindo","Kontrak/Temporer","Jakarta Raya","2500000.0","3500000.0","3000000.0","Pergudangan, Penyimpanan & Distribusi","Logistik","Manufaktur, Transportasi & Logistik","Logistik"
"3122","25","Plastic Recycling Coordinator","PT.  Universal Eco Pasific","Full Time","Jakarta Pusat","","","","Produksi, Perencanaan & Penjadwalan","Teknik","Manufaktur, Transportasi & Logistik","Logistik"
"3123","25","Consultant Finance Accounting Tax","PT Pengembang Sistem Manajemen","Full Time","Jakarta Raya","","","","Lainnya","Lainnya","Konsultasi & Strategi","Konsulting"
"3124","25","FINANCE ACCOUNTING","PT Ultra Sakti","Kontrak/Temporer","Jakarta Utara","","","","Akuntansi & Pelaporan Finansial","Akunting","Akuntansi",""
"3125","25","Marketing Asisstant","Pengiklan Anonim","Full Time","Jakarta Selatan","","","","Asisten/Koordinator Pemasaran","Pemasaran","Pemasaran & Komunikasi",""
"3126","25","HR STAFF","PT Chemarome Indonesia","Full Time","Jakarta Pusat","","","","Konsultasi & HR Umum","Konsulting","Sumber Daya Manusia & Perekrutan",""
"3127","25","Area Sales Manager Accessories Handphone & Komputer","PT. INDOPINTAN ADI PERKASA","Kontrak/Temporer","Jakarta Raya","12000000.0","14000000.0","13000000.0","Manajemen","Manajemen","Penjualan",""
"3128","25","Telesales Team Leader - Tumbuh+","SEVEN Retail Group","Kontrak/Temporer","Jakarta Raya","","","","Pemimpin Tim/Supervisor","Manajemen","Call Center & Layanan Konsumen","Hubungan Konsumen"
"3129","25","SENIOR STAFF VENDOR MANAGEMENT","PT Lotte Shopping Indonesia","Full Time","Jakarta Timur","","","","Pembelian, Pengadaan & Inventaris","Administratif","Manufaktur, Transportasi & Logistik","Logistik"
"3130","25","Business Development (E-Commerce, Offline Distribution, Media App)","PT Tiktech Media Nusantara","Full Time","Jakarta Utara","","","","Pengembangan Bisnis Baru","Penjualan","Penjualan",""
"3131","25","Internship - Divisi Procurement – Fungsi Project Tender","PT Patra Jasa","Full Time","Jakarta Selatan","","","","Pembelian, Pengadaan & Inventaris","Administratif","Manufaktur, Transportasi & Logistik","Logistik"
"3132","25","Nasional Sales Manager","PT Panggung Anekaboga (ABC Group)","Full Time","Jakarta Selatan","","","","Manajemen","Manajemen","Penjualan",""
"3133","25","Site / Business Development Staff","PT Miniso Lifestyle Trading Indonesia (Miniso Indonesia)","Full Time","Jakarta Pusat","","","","Lainnya","Lainnya","Ritel & Produk Konsumen","Ritel"
"3134","25","Sales & Marketing Section Head","CIPUTRA GROUP","Full Time","Jakarta Barat","","","","Perwakilan/Konsultan Penjualan","Penjualan","Penjualan",""
"3135","25","Tax & Accounting (Maternity Leave)","PT Qdc Technologies","Full Time","Jakarta Selatan","","","","Akuntansi & Pelaporan Finansial","Akunting","Akuntansi",""
"3136","25","Product Intern","PT Link Net","Full Time","Jakarta Selatan","","","","Asisten Pribadi, Asisten Eksekutif & Sekretarial","Administratif","Administrasi & Dukungan Perkantoran",""
"3137","25","AI & Media Insight Intern","PT Link Net","Full Time","Jakarta Selatan","","","","Penelitian & Analisis Pasar","Analitik","Pemasaran & Komunikasi",""
"3138","25","Head of ePartner Network Activation","PT Elangsung International Agency","Full Time","Jakarta Barat","","","","Administrasi Jaringan & Sistem","Teknologi Informasi","Teknologi Informasi & Komunikasi","Teknologi"
"3139","25","Fresh Graduate Management Trainee - Accounting Associate","Deliveree (PT Angkut Teknologi Indonesia)","Full Time","Jakarta Raya","","","","Akuntansi & Pelaporan Finansial","Akunting","Akuntansi",""
"3140","25","Accounting Consolidation Supervisor - WFO - South Jakarta (ID: 689743)","PT. PERSOLKELLY Recruitment Indonesia","Full Time","Jakarta Selatan","14000000.0","18000000.0","16000000.0","","","",""
"3141","25","Penilai RMK","Penilai Property Independent","Full Time","Jakarta Barat","","","","Valuasi","Teknik","Real Estat & Properti","Properti"
"3142","25","Team Leader Collection (Fintech P2P)","PT Anugerah Digital Indonesia","Full Time","Jakarta Pusat","","","","Kredit","Perbankan","Perbankan & Layanan Finansial","Perbankan"
"3143","25","Purchasing","The Mercy Clinic","Kontrak/Temporer","Jakarta Pusat","","","","Pembelian, Pengadaan & Inventaris","Administratif","Manufaktur, Transportasi & Logistik","Logistik"
"3144","25","Business Relations Intern","PT Bursa Komoditi Dan Derivatif Indonesia","Full Time","Jakarta Raya","","","","Relasi Publik & Urusan Perusahaan","Sumber Daya Manusia","Pemasaran & Komunikasi",""
"3145","25","Merchant Operations","PT Sinar Jernih Suksesindo","Kontrak/Temporer","Jakarta Selatan","","","","Asisten Ritel","Penjualan","Ritel & Produk Konsumen","Ritel"
"3146","25","Business Development (Fresh Graduate)","PT Hashmicro Solusi Indonesia","Full Time","Jakarta Pusat","","","","Pengembangan Bisnis Baru","Penjualan","Penjualan",""
"3147","25","Digital marketing & Content Creator Manager","Medics8","Kontrak/Temporer","Jakarta Selatan","","","","Pemasaran Digital & Pencarian","Pemasaran","Pemasaran & Komunikasi",""
"3148","25","MANAGER ORDER CONTROL","PT Lotte Shopping Indonesia","Full Time","Jakarta Timur","","","","Pembelian, Pengadaan & Inventaris","Administratif","Manufaktur, Transportasi & Logistik","Logistik"
"3149","25","Admin Service Engineering (Elektromedis)","PT Sing Aji Sentosa","Full Time","Jakarta Timur","","","","Asisten Administratif","Administratif","Administrasi & Dukungan Perkantoran",""
"3150","25","Admin Operasional","PT Nico Urban Indonesia","Full Time","Jakarta Barat","","","","Asisten Administratif","Administratif","Administrasi & Dukungan Perkantoran",""
"3151","25","Accounting & Inventory Accounting","PT Porto Indonesia Sejahtera","Full Time","Jakarta Utara","","","","Inventaris & Aset Tidak Bergerak","Administratif","Akuntansi",""
"3152","25","IT Quality Assurance","PT Sinergi Mitrajaya Abadi","Full Time","Jakarta Barat","8000000.0","12000000.0","10000000.0","Uji Coba & Penjaminan Mutu","Teknologi Informasi","Teknologi Informasi & Komunikasi","Teknologi"
"3153","25","Quality Assurance (Security) Engineer","PT Lentera Bangsa Benderang","Kontrak/Temporer","Jakarta Selatan","","","","Keamanan","Teknologi Informasi","Teknologi Informasi & Komunikasi","Teknologi"
"3154","25","Performance Marketing Specialist","Pengiklan Anonim","Full Time","Jakarta Timur","","","","Pemasaran Digital & Pencarian","Pemasaran","Pemasaran & Komunikasi",""
"3155","25","Recruitment Growth & Mass Hiring Specialist (Social Media Talent Acquisition)","PT Kharisma Adhi Sejahtera","Full Time","Jakarta Utara","7000000.0","9500000.0","8250000.0","Perekrutan – Internal","Sumber Daya Manusia","Sumber Daya Manusia & Perekrutan",""
"3156","25","Customer Service Leader","PT. Finansia Aira Teknologi","Full Time","Jakarta Selatan","","","","Pemimpin Tim/Supervisor","Manajemen","Call Center & Layanan Konsumen","Hubungan Konsumen"
"3157","25","Sales Admin (Temporary Maternity Leave)","PT Wahana Wirawan (Indomobil Authorized Dealer Group)","Full Time","Jakarta Timur","","","","Asisten Administratif","Administratif","Administrasi & Dukungan Perkantoran",""
"3158","25","SAP BASIS Consultant","PT Platinumetrix Global Inovasi","Full Time","Jakarta Raya","","","","Konsultan","Konsulting","Teknologi Informasi & Komunikasi","Teknologi"
"3159","25","Finance Analyst Manager","Orang Tua Group","Full Time","Jakarta Barat","","","","Analisis & Pelaporan","Analitik","Akuntansi",""
"3160","25","Verifikator","PT Mitracomm Ekasarana","Kontrak/Temporer","Jakarta Selatan","","","","Lainnya","Lainnya","Call Center & Layanan Konsumen","Hubungan Konsumen"
"3161","25","CRM Manager","Pengiklan Anonim","Full Time","Jakarta Timur","","","","Pemasaran Langsung & CRM","Pemasaran","Pemasaran & Komunikasi",""
"3162","25","Credit Analyst","PT Coway International Indonesia","Full Time","Jakarta Selatan","","","","Analisis & Pelaporan","Analitik","Perbankan & Layanan Finansial","Perbankan"
"3163","25","Host Live Streaming","PT CITRA INTI BUSANA INDONESIA","Full Time","Jakarta Barat","4000000.0","4500000.0","4250000.0","Program & Produksi","Teknik","Periklanan, Seni & Media","Media"
"3164","25","Accounting","PT PUTANER GLOBAL GROUP","Full Time","Jakarta Utara","","","","Akuntansi & Pelaporan Finansial","Akunting","Akuntansi",""
"3165","25","Admin Modern Trade","PT Anggana Catur Prima","Full Time","Jakarta Utara","","","","Asisten Administratif","Administratif","Administrasi & Dukungan Perkantoran",""
"3166","25","STAFF ADMINISTRASI","Warsita Karya","Full Time","Jakarta Utara","","","","Asisten Administratif","Administratif","Administrasi & Dukungan Perkantoran",""
"3167","25","Key Account Executive","PT Anggana Catur Prima","Full Time","Jakarta Utara","","","","Manajemen Akun & Relasi","Manajemen","Penjualan",""
"3168","25","Site Engineer (Mechanical - Electrical)","PT Karya Intertek Kencana","Full Time","Jakarta Raya","","","","Perencanaan & Penjadwalan","Teknik","Konstruksi","Konstruksi"
"3169","25","Recruitment Administration Internship","PT Union Sampoerna Triputra Persada","Kontrak/Temporer","Jakarta Selatan","","","","Perekrutan – Internal","Sumber Daya Manusia","Sumber Daya Manusia & Perekrutan",""
"3170","25","Finance, Accounting & Tax (FAT) Staff - Jakarta, Indonesia","PT. PETOUR PETFOOD INDONESIA","Full Time","Jakarta Raya","","","","Akuntansi & Pelaporan Finansial","Akunting","Akuntansi",""
"3171","25","Budget & Cost Control","PT Pancaran Samudera Transport","Full Time","Jakarta Utara","","","","Akuntansi & Pelaporan Finansial","Akunting","Akuntansi",""
"3172","25","Admin Sales","PT MEDISINDO BAHANA","Full Time","Jakarta Pusat","5500000.0","6000000.0","5750000.0","","","",""
"3173","25","Admin Marketplace","PT. ANANTA SINERGI SUPLAI","Full Time","Jakarta Pusat","","","","Komunikasi Pemasaran","Pemasaran","Pemasaran & Komunikasi",""
"3174","25","Finance Accounting and Tax Supervisor","PT Samudera Atlantis Internasional","Full Time","Jakarta Utara","","","","Akuntansi & Pelaporan Finansial","Akunting","Akuntansi",""
"3175","25","Business Intelligence Staff","PT Agrinusa Jaya Santosa","Full Time","Jakarta Barat","","","","Analis Bisnis/Sistem","Analitik","Teknologi Informasi & Komunikasi","Teknologi"
"3176","25","Marketing Freight Forwarding","PT Freight Cargo Logistics","Full Time","Jakarta Utara","","","","Impor/Ekspor & Pabean","Hukum","Manufaktur, Transportasi & Logistik","Logistik"
"3177","25","[Otakaraya] Indonesia Store: Back Office & Trade Administration Staff","PT.EFRAN　HARTA KARUN INDONESIA","Full Time","Jakarta Selatan","6000000.0","7000000.0","6500000.0","Asisten Administratif","Administratif","Administrasi & Dukungan Perkantoran",""
"3178","25","Key Account E-Commerce (Reseller Store & Star Seller)","PT Victoria Care Indonesia TBK","Full Time","Jakarta Barat","","","","Asisten Ritel","Penjualan","Ritel & Produk Konsumen","Ritel"
"3179","25","Full-Stack Developer","PT Morula Indonesia","Kontrak/Temporer","Jakarta Pusat","","","","Developer/Programmer","Desain","Teknologi Informasi & Komunikasi","Teknologi"
"3180","25","Building Management Staff & Administrator","Pengiklan Anonim","Full Time","Jakarta Pusat","","","","Manajemen Badan Korporat & Fasilitas","Manajemen","Real Estat & Properti","Properti"
"3181","25","Admin Sales","PT MEDISINDO BAHANA","Full Time","Jakarta Pusat","5500000.0","6000000.0","5750000.0","Asisten Administratif","Administratif","Administrasi & Dukungan Perkantoran",""
"3182","25","Marketplace Store Operations","PT. Rama Digital Teknologi Nusantara","Full Time","Jakarta Raya","","","","Manajemen – Toko","Manajemen","Ritel & Produk Konsumen","Ritel"
"3183","25","Key Account Executive","PT. Rama Digital Teknologi Nusantara","Full Time","Jakarta Raya","","","","Manajemen Akun & Relasi","Manajemen","Penjualan",""
